,id,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods
1606,8969,548,31,422,0,112,28
1607,4656,342,32,230,34,32,40
1608,4480,365,3,15,4,3,11
1609,9971,397,19,69,12,0,9
1610,6729,456,19,832,75,118,38
1611,1773,5,6,15,11,7,13
1612,9242,836,185,575,24,25,77
1613,1764,100,2,128,23,7,10
1614,6215,10,0,10,3,1,7
1615,10099,238,115,215,169,69,76
1616,5423,6,0,5,2,1,2
1617,940,158,11,99,15,11,17
1618,3011,86,12,75,33,15,6
1619,3298,856,0,76,12,9,199
1620,8286,98,1,17,0,1,5
1621,9668,4,16,20,0,17,20
1622,5120,398,96,447,220,96,32
1623,6097,313,8,104,6,4,126
1624,7019,109,18,16,24,26,18
1625,7408,216,2,6,0,0,9
1626,8041,595,71,153,120,112,41
1627,252,123,133,142,71,44,88
1628,9986,16,0,23,3,2,10
1629,3276,11,12,35,3,5,12
1630,3859,410,112,420,0,82,71
1631,3570,159,2,51,6,2,24
1632,3783,105,0,10,0,1,0
1633,10207,5,1,8,0,0,1
1634,10906,269,15,69,15,19,38
1635,3427,629,0,70,0,0,35
1636,5209,443,5,71,21,16,82
1637,10711,217,77,373,111,23,93
1638,10785,24,1,10,2,0,4
1639,2814,9,1,5,4,5,7
1640,6866,8,0,14,2,3,7
1641,1665,1459,0,61,0,15,215
1642,6575,230,48,214,13,32,75
1643,3829,1,3,6,10,0,9
1644,3091,340,21,134,258,14,56
1645,10141,7,1,6,0,3,3
1646,5177,298,7,68,4,0,19
1647,7005,479,35,179,28,7,85
1648,6409,267,140,599,34,12,127
1649,7485,67,4,32,17,2,16
1650,8079,3,1,8,23,2,18
1651,8395,980,37,265,35,163,31
1652,10352,50,4,28,6,3,26
1653,4931,1,0,1725,2,1,1
1654,13,19,0,5,0,0,8
1655,1834,30,5,23,4,1,4
1656,2285,213,9,76,4,3,30
1657,2295,539,30,92,80,46,38
1658,1378,284,16,160,84,16,134
1659,2781,1003,34,536,134,51,34
1660,1165,239,13,143,45,4,52
1661,1404,51,23,82,33,0,42
1662,6457,527,24,230,32,24,65
1663,2639,19,5,12,10,3,19
1664,8299,40,2,15,8,0,6
1665,6437,21,8,20,15,3,9
1666,6912,593,30,91,29,22,7
1667,7327,21,5,3,10,1,7
1668,5299,1181,107,199,39,30,30
1669,4127,1004,59,265,115,59,27
1670,8143,202,2,46,3,2,10
1671,1964,446,107,768,33,196,53
1672,3690,1184,102,673,52,40,40
1673,3433,390,22,323,104,35,107
1674,3389,726,53,363,123,107,161
1675,4712,8,8,22,24,11,9
1676,1170,50,15,110,39,15,15
1677,6347,1,1,4,11,9,10
1678,4065,308,0,73,0,0,23
1679,8230,22,2,31,7,4,5
1680,1215,690,117,499,76,102,88
1681,5939,43,5,28,7,6,33
1682,2156,27,0,10,0,0,4
1683,7788,6,0,3,0,0,1
1684,10323,205,7,41,3,2,46
1685,7947,24,0,8,0,1,4
1686,1891,667,50,850,21,83,83
1687,2570,691,7,61,10,0,46
1688,9256,493,26,206,116,80,80
1689,295,493,70,324,146,40,84
1690,7397,494,5,82,7,0,100
1691,6349,621,73,414,78,48,85
1692,10790,9,0,5,0,0,7
1693,10398,1,6,2,8,2,12
1694,2431,12,4,19,12,6,14
1695,550,243,131,217,85,6,26
1696,1890,11,1,4,2,0,7
1697,10742,532,21,127,26,20,20
1698,10356,29,0,2,0,0,1
1699,4676,612,91,520,258,107,107
1700,8852,387,126,342,0,45,180
1701,3565,56,0,14,0,0,2
1702,5294,6,8,19,16,4,4
1703,1958,582,0,65,0,0,13
1704,7349,6,17,16,6,16,42
1705,8799,70,6,69,2,3,3
1706,1351,962,12,194,16,24,12
1707,1045,112,10,107,30,0,20
1708,7732,293,0,124,179,97,52
1709,8070,199,12,31,3,12,7
1710,477,1060,61,835,80,20,101
1711,7832,940,44,396,0,88,58
1712,2202,44,2,11,2,3,7
1713,7396,342,51,936,207,35,26
1714,4055,2,10,11,12,9,20
1715,10340,75,12,141,43,39,187
1716,10091,520,20,367,39,81,40
1717,7629,5,3,9,6,2,6
1718,10640,87,5,71,7,12,29
1719,3498,462,61,184,10,53,107
1720,6742,2,2,1,3,1,2
1721,1172,979,44,935,29,25,22
1722,569,704,129,853,120,74,111
1723,4686,861,31,558,62,95,79
1724,1381,172,3,115,16,0,18
1725,2634,5,7,31,15,4,7
1726,10905,194,2,56,0,0,0
1727,1744,9,7,13,3,2,20
1728,1000,505,72,270,36,27,54
1729,3828,533,10,217,198,174,195
1730,8605,48,0,14,0,0,6
1731,10304,6,1,7,23,4,19
1732,4351,18,2,10,0,0,25
1733,10129,482,147,509,104,107,107
1734,2499,204,97,97,21,118,26
1735,10092,1073,0,250,153,14,14
1736,7500,245,16,223,21,43,16
1737,5796,560,21,442,29,44,29
1738,10556,173,13,131,32,3,6
1739,1064,22,1,11,0,5,3
1740,48,136,1,12,0,3,32
1741,7610,275,0,86,10,23,66
1742,263,56,19,29,2,14,25
1743,10814,303,23,751,82,26,191
1744,9710,708,7,62,0,0,15
1745,9292,324,132,693,27,118,88
1746,10250,1,5,3,7,4,8
1747,7881,620,26,195,34,17,141
1748,5847,312,21,206,102,92,149
1749,737,1493,86,454,112,43,43
1750,3571,918,21,118,13,10,21
1751,7807,98,0,106,49,10,106
1752,3878,3,4,7,15,8,11
1753,5092,380,0,47,6,0,34
1754,2154,15,0,12,7,3,7
1755,5394,3,9,4,7,8,7
1756,3798,24,2,23,0,8,24
1757,3524,80,1,60,4,6,16
1758,5247,31,0,6,2,1,5
1759,5883,138,120,204,16,126,60
1760,2118,166,75,96,119,107,59
1761,8812,12,3,8,8,0,17
1762,6616,178,3,85,71,66,58
1763,2797,707,20,171,65,60,50
1764,4328,5,1,7,17,14,11
1765,9167,465,71,250,93,35,62
1766,10560,16,1,2,0,0,1
1767,2631,358,108,413,141,97,32
1768,8312,1,9,7,2,14,10
1769,5534,123,1,26,2,0,72
1770,5093,40,3,30,10,7,11
1771,7592,102,9,63,2,9,24
1772,8895,347,44,534,17,0,26
1773,8584,376,53,462,168,53,53
1774,2694,21,0,3,0,0,0
1775,8910,194,2,56,0,0,0
1776,7433,64,4,68,7,5,17
1777,164,206,0,46,3,2,12
1778,10477,71,0,18,0,0,13
1779,2681,71,22,112,138,89,29
1780,5150,0,4,7,11,10,15
1781,5283,93,1,21,0,4,25
1782,9645,920,138,168,36,46,30
1783,10678,653,17,170,34,26,17
1784,7261,199,33,60,8,3,15
1785,9648,153,4,56,0,9,31
1786,2870,376,0,38,11,8,69
1787,8008,46,0,30,12,1,30
1788,1513,600,21,128,223,150,128
1789,6173,425,115,292,23,35,79
1790,1419,18,6,15,12,8,17
1791,9150,52,0,9,0,0,1
1792,7960,734,22,350,151,25,100
1793,1250,34,6,21,11,4,8
1794,9905,135,1,41,10,1,67
1795,10691,11,0,10,0,2,20
1796,7002,163,48,90,0,45,52
1797,2952,29,3,30,3,2,9
1798,8439,734,26,70,11,44,17
1799,762,340,21,134,258,14,56
1800,2831,453,38,279,188,38,183
1801,6977,1073,0,629,145,37,37
1802,6289,135,0,10,0,4,36
1803,4168,231,7,137,4,15,39
1804,8397,18,0,5,0,0,11
1805,9284,620,16,165,0,24,82
1806,6237,81,4,33,5,2,291
1807,3130,12,4,2,10,6,10
1808,1619,292,51,981,224,23,17
1809,1990,965,34,586,89,86,37
1810,5513,27,2,10,0,0,1
1811,269,777,30,163,0,51,122
1812,8093,572,8,232,23,62,17
1813,10513,438,169,565,91,169,70
1814,10177,531,69,300,150,138,150
1815,2549,17,0,9,0,0,1
1816,5782,402,35,106,101,77,42
1817,10057,503,27,419,90,139,153
1818,10307,369,9,87,12,14,34
1819,8566,5,0,3,0,0,1
1820,2415,362,17,398,80,35,61
1821,5684,56,0,9,0,0,3
1822,8334,79,1,31,4,4,12
1823,9166,387,84,141,73,35,162
1824,1440,367,17,241,104,188,232
1825,78,15,0,11,0,2,9
1826,5441,267,6,54,8,3,50
1827,5302,298,27,697,216,24,166
1828,4687,674,92,736,39,0,92
1829,1087,16,14,36,37,22,48
1830,6859,37,4,24,16,9,9
1831,9860,159,0,22,2,1,31
1832,7129,686,17,142,23,26,35
1833,5866,97,3,66,12,7,34
1834,10521,63,6,57,13,13,22
1835,7393,56,5,24,4,0,3
1836,7849,209,19,456,160,142,66
1837,332,198,2,43,0,12,20
1838,9847,313,15,47,20,0,192
1839,531,941,14,397,76,58,176
1840,9576,86,4,56,2,4,7
1841,6906,167,48,602,63,72,72
1842,7419,8,3,19,0,2,3
1843,3170,389,66,408,37,57,85
1844,8527,239,7,119,4,15,11
1845,7872,179,21,273,0,21,63
1846,9931,5,0,1,1,1,1
1847,10595,2,6,28,13,4,16
1848,4609,383,0,53,6,4,40
1849,5010,2,8,8,6,1,9
1850,4427,536,27,590,38,107,67
1851,11148,2,1,4,3,1,2
1852,1168,322,53,899,34,40,53
1853,9595,539,169,816,20,0,30
1854,10163,712,50,420,65,38,38
1855,2886,1121,0,72,0,12,12
1856,6710,68,1,13,3,5,13
1857,5316,36,4,18,6,2,18
1858,9029,707,44,603,95,58,29
1859,521,174,77,203,6,24,97
1860,1459,666,35,124,69,8,26
1861,10241,0,0,0,6,2,6
1862,1630,162,50,100,55,30,27
1863,3254,407,70,239,103,88,53
1864,9064,823,25,459,124,29,95
1865,3678,488,23,71,15,0,59
1866,4227,28,0,13,4,2,8
1867,9467,3,2,10,3,0,2
1868,8486,284,0,52,8,3,20
1869,2186,938,142,754,159,81,183
1870,3286,13,2,15,2,2,8
1871,8602,412,172,153,150,105,57
1872,3722,31,1,8,0,0,8
1873,6715,502,19,132,0,6,26
1874,4796,18,10,3,3,5,0
1875,9612,1,8,6,4,8,16
1876,3766,100,71,243,108,94,219
1877,1399,407,114,445,181,165,203
1878,1570,664,9,240,50,19,57
1879,3426,1045,61,338,60,46,46
1880,3074,1218,107,304,23,143,33
1881,8341,15,0,6,0,1,12
1882,5180,128,0,16,0,1,4
1883,6461,581,49,157,43,8,108
1884,7679,6,3,12,6,1,0
1885,10702,185,8,133,56,56,12
1886,7505,22,1,9,0,0,14
1887,5113,584,100,835,65,83,35
1888,10858,355,30,177,90,138,30
1889,2961,175,10,110,54,6,27
1890,2747,864,134,768,150,38,172
1891,3010,957,153,612,99,95,153
1892,5790,25,6,16,20,0,5
1893,6892,641,7,56,0,0,28
1894,1743,273,86,208,177,14,43
1895,3578,122,21,43,25,10,15
1896,8462,1,4,10,29,0,36
1897,5558,1020,31,430,62,63,79
1898,4619,6,2,3,1,262,3
1899,8780,378,14,68,19,14,14
1900,10789,42,1,18,3,0,4
1901,10779,15,5,14,0,4,11
1902,5896,272,7,80,20,7,11
1903,2337,9,1,24,2,1,2
1904,10951,279,0,18,0,0,9
1905,544,398,61,265,138,61,53
1906,17,637,47,237,12,19,76
1907,10680,45,0,16,2,1,6
1908,3265,21,1,9,7,3,5
1909,5623,15,4,13,0,0,19
1910,5832,493,183,352,184,23,28
1911,5544,957,40,175,158,53,107
1912,6417,829,138,430,60,92,15
1913,5831,1017,50,500,65,50,133
1914,7101,953,0,71,0,0,174
1915,10176,159,0,120,0,0,137
1916,2326,32,0,8,23,4,18
1917,4385,23,0,15,0,2,7
1918,2929,18,42,24,15,20,18
1919,10686,15,0,4,0,0,2
1920,2546,23,4,5,10,5,23
1921,3283,200,193,100,46,185,185
1922,3138,1324,27,119,71,108,27
1923,4994,1193,33,281,129,66,33
1924,7966,505,137,401,104,22,22
1925,3112,2,4,9,0,4,5
1926,10872,1103,0,45,0,0,34
1927,2181,353,61,753,40,46,27
1928,1867,652,48,350,94,84,108
1929,1518,379,6,157,25,91,91
1930,5734,46,4,36,2,2,1
1931,2878,162,31,127,8,17,69
1932,1458,8,3,19,3,3,8
1933,7007,17,3,18,3,4,18
1934,6200,340,108,185,130,38,100
1935,1403,8,4,15,3,5,3
1936,4827,154,22,202,39,30,8
1937,6250,710,15,30,20,0,0
1938,9291,8,2,4,0,0,1
1939,2478,2,2,4,13,13,4
1940,1139,1050,14,322,0,14,112
1941,5138,19,1,14,3,2,4
1942,5393,22,0,6,6,2,6
1943,10413,274,83,216,151,141,224
1944,5015,68,6,38,3,6,41
1945,10868,344,45,654,104,11,114
1946,10676,145,193,459,205,26,145
1947,2495,217,38,350,111,85,15
1948,7842,18,7,34,10,2,3
1949,9955,69,8,26,12,7,12
1950,6663,144,0,7,0,0,6
1951,2162,256,34,103,90,29,49
1952,3434,483,72,567,94,12,108
1953,7919,1285,105,653,28,21,0
1954,5626,338,4,89,11,8,13
1955,6428,605,10,345,84,54,32
1956,8514,8,0,7,3,1,1
1957,10448,172,41,86,45,6,27
1958,2109,448,71,951,40,17,17
1959,7530,67,4,32,17,2,16
1960,8925,512,53,98,81,179,89
1961,3009,1462,16,128,0,0,160
1962,6355,20,0,14,7,3,1
1963,3517,50,4,44,10,10,43
1964,1158,102,1,15,2,0,24
1965,6203,499,149,815,173,49,49
1966,7165,381,35,172,56,86,93
1967,3595,631,43,239,128,76,21
1968,8537,526,80,553,123,94,53
1969,4331,913,26,376,17,26,13
1970,6281,673,0,199,37,47,26
1971,4338,23,0,9,0,0,12
1972,2452,199,33,60,8,3,15
1973,9507,261,23,73,4,23,50
1974,8360,111,16,37,7,9,18
1975,10311,16,4,12,2,4,321
1976,5117,63,151,137,153,19,53
1977,4867,58,0,18,2,0,10
1978,9289,29,1,17,0,3,13
1979,10913,3,2,12,0,1,9
1980,3032,28,34,62,11,14,44
1981,8524,40,3,30,10,7,11
1982,3334,879,143,797,106,143,143
1983,4470,62,1,44,6,5,22
1984,1406,280,7,81,20,0,27
1985,8619,9,0,6,3,1,3
1986,10821,182,4,33,0,2,42
1987,4552,83,2,101,64,26,117
1988,898,38,15,54,3,8,29
1989,9797,228,19,130,4,11,51
1990,10949,1092,37,592,145,37,55
1991,8212,85,15,27,13,13,21
1992,6248,1276,24,746,94,29,48
1993,10164,1017,33,417,108,100,16
1994,4547,6,2,9,2,1,5
1995,6815,448,21,125,52,101,62
1996,4122,504,23,117,179,28,44
1997,10841,226,22,133,41,31,31
1998,5370,239,3,141,0,7,23
1999,176,90,38,67,33,36,67
2000,4860,7,2,8,3,2,3
2001,10757,4,2,5,2,0,0
2002,4023,16,17,19,20,21,22
2003,6679,10,3,3,0,0,0
2004,9923,68,0,16,0,0,8
2005,7181,35,0,13,2,0,2
2006,3599,575,80,428,208,93,80
2007,405,315,0,31,4,0,91
2008,6870,182,2,49,17,13,20
2009,832,561,14,113,10,14,35
2010,2002,587,51,932,180,34,86
2011,3657,94,1,33,13,12,12
2012,500,908,43,735,40,194,21
2013,1951,228,122,122,208,129,30
2014,3262,995,112,417,42,48,41
2015,4102,11,1,2,2,1,6
2016,7042,3,3,14,15,21,10
2017,10598,12,1,16,4,1,3
2018,255,17,0,2,0,0,2
2019,2375,8,0,5,0,3,6
2020,9829,22,4,17,12,10,13
2021,6214,14,10,29,4,7,15
2022,4954,106,27,68,52,7,5
2023,7861,820,57,242,45,0,11
2024,4837,753,43,226,69,10,204
2025,9423,13,3,17,7,3,3
2026,4198,9,1,3,0,4,8
2027,153,19,3,6,4,2,12
2028,9323,520,8,223,32,49,42
2029,10001,5,17,17,13,14,34
2030,3945,618,44,215,0,17,36
2031,3799,315,35,322,46,7,143
2032,8625,15,1,23,0,5,1
2033,3491,384,60,364,119,101,232
2034,983,110,29,92,28,10,145
2035,9119,208,17,76,36,17,38
2036,4786,555,82,257,93,61,61
2037,5872,240,90,216,63,6,24
2038,6568,11,0,36,15,5,12
2039,5628,848,154,323,201,61,78
2040,5631,202,47,197,55,42,149
2041,4974,433,89,650,16,102,102
2042,8416,6,6,15,10,5,2
2043,5454,37,0,7,3,0,3
2044,4095,167,37,64,49,34,116
2045,5474,45,7,99,4,25,43
2046,4268,129,0,21,0,1,7
2047,10701,713,0,264,120,80,34
2048,3507,676,161,426,210,44,58
2049,2079,450,26,535,73,98,26
2050,626,22,2,12,0,2,5
2051,4426,367,4,51,6,4,95
2052,2591,526,35,214,69,53,35
2053,10509,51,0,16,0,0,4
2054,6382,25,0,11,3,0,15
2055,6673,28,6,27,12,17,39
2056,7441,958,159,447,20,0,31
2057,1071,532,88,168,69,44,133
2058,10061,724,17,143,0,8,196
2059,7187,375,42,48,94,66,96
2060,8775,39,0,56,20,8,14
2061,1612,23,0,15,0,2,7
2062,2345,587,54,348,71,54,130
2063,322,29,1,11,0,0,0
2064,10897,757,80,217,29,80,11
2065,123,544,35,133,23,151,107
2066,6103,40,15,15,17,6,7
2067,7899,1245,33,332,21,33,16
2068,10500,19,1,20,16,14,28
2069,1655,16,3,15,2,1,11
2070,2406,376,4,94,12,9,24
2071,2712,184,178,178,103,39,33
2072,5517,15,0,11,0,2,9
2073,10643,124,83,267,85,59,35
2074,2254,627,120,414,121,80,93
2075,10281,180,60,241,13,54,54
2076,6958,14,0,4,0,0,8
2077,954,3,3,24,34,7,31
2078,5079,71,1,16,0,0,9
2079,10339,161,0,22,0,0,24
2080,4643,8,26,46,38,9,49
2081,3117,264,0,21,12,6,147
2082,6497,293,6,23,13,6,92
2083,5396,758,12,385,33,89,89
2084,5250,532,126,490,164,126,126
2085,1052,656,38,161,62,47,37
2086,2802,196,25,607,67,17,49
2087,6343,835,73,380,114,73,43
2088,6507,16,11,15,2,0,12
2089,7901,9,1,5,2,1,4
2090,4865,229,7,140,10,3,11
2091,2686,0,1,4,15,1,5
2092,3107,121,24,124,24,15,42
2093,7734,471,102,125,212,61,245
2094,1146,520,8,223,32,49,42
2095,11031,26,1,10,2,0,1
2096,7428,240,132,445,250,192,108
2097,975,178,4,26,8,4,44
2098,1103,1486,55,278,49,0,185
2099,3422,1115,12,128,33,12,76
2100,1055,29,0,8,2,0,6
2101,6544,529,0,356,63,28,0
2102,1241,13,3,8,7,4,16
2103,2909,934,24,230,16,24,36
2104,5802,2,7,11,16,12,27
2105,1407,4,12,5,3,16,17
2106,6183,62,1,44,6,5,22
2107,340,158,35,179,0,0,125
2108,5991,173,2,39,3,2,47
2109,3104,830,59,968,51,79,19
2110,9729,189,10,253,56,43,64
2111,1008,728,17,133,11,8,124
2112,11091,7,2,9,2,0,2
2113,3969,35,4,17,7,6,64
2114,1916,188,3,180,20,3,43
2115,9907,742,28,152,25,9,57
2116,87,0,7,5,26,2,17
2117,8659,750,71,174,13,10,20
2118,6262,816,42,450,55,56,154
2119,6147,5,2,8,2,2,9
2120,8832,37,5,56,12,8,5
2121,10067,4,0,4,0,0,5
2122,7532,99,2,11,4,0,16
2123,4915,176,72,98,136,21,229
2124,2115,54,0,10,0,0,2
2125,2088,997,15,414,99,30,76
2126,2493,356,0,107,19,9,117
2127,6292,1311,0,359,46,89,17
2128,1631,890,63,292,0,25,12
2129,10104,4,0,2,0,0,2
2130,3006,17,0,14,7,3,2
2131,3919,960,0,883,50,38,0
2132,11181,2,1,2,1,1,1
2133,642,1,3,2,20,30,47
2134,4369,240,67,500,199,0,163
2135,10127,301,11,61,4,7,11
2136,271,154,0,50,6,11,37
2137,4973,2,3,6,4,1,9
2138,2948,104,12,48,4,12,5
2139,2715,70,3,37,4,2,64
2140,10432,2,0,9,3,6,2
2141,9216,23,2,11,3,1,4
2142,7124,43,4,12,8,0,27
2143,9727,4,24,11,16,1,25
2144,5136,654,7,92,0,15,30
2145,9790,912,72,170,47,36,97
2146,1818,25,0,8,0,1,4
2147,1100,24,4,22,0,2,9
2148,7873,141,11,114,15,14,5
2149,10609,71,0,13,3,1,0
2150,6950,35,1,16,0,1,1
2151,7233,496,32,849,229,48,128
2152,9481,9,9,11,13,10,16
2153,7699,154,0,50,6,11,37
2154,2711,9,1,5,4,5,7
2155,8933,26,3,23,4,7,3
2156,8726,77,8,44,10,10,25
2157,1515,11,2,7,4,2,2
2158,5186,576,7,115,19,7,7
2159,10157,89,15,89,34,42,5
2160,5667,1013,30,399,60,46,153
2161,902,224,12,48,4,12,12
2162,977,200,19,111,50,15,19
2163,7313,570,73,614,133,102,73
2164,7600,1,3,3,8,1,13
2165,9706,62,1,20,4,0,7
2166,2429,531,69,300,150,138,150
2167,3520,162,28,818,0,28,56
2168,10394,675,144,133,94,192,241
2169,4548,23,4,10,0,2,15
2170,9362,492,5,32,13,5,21
2171,3968,918,10,129,13,0,129
2172,4084,224,155,155,192,93,54
2173,6721,572,19,286,50,38,248
2174,2829,626,0,70,0,7,28
2175,1772,1074,37,518,193,92,129
2176,1544,741,68,689,224,68,103
2177,492,322,3,50,4,3,42
2178,4377,254,10,44,30,10,227
2179,4541,116,6,82,6,6,41
2180,1321,22,2,18,0,2,12
2181,8858,516,0,21,0,0,5
2182,3266,14,36,11,3,26,35
2183,11187,2,8,10,12,14,23
2184,8207,28,0,9,3,0,0
2185,9723,530,142,217,62,9,56
2186,2666,519,50,167,130,0,41
2187,5721,611,76,749,59,45,26
2188,10652,240,67,500,199,0,163
2189,1646,4,9,12,11,2,8
2190,4418,671,47,655,145,111,15
2191,2656,23,1,7,0,4,24
2192,7990,9,1,2,3,2,0
2193,8722,556,54,845,202,133,63
2194,7118,833,80,363,52,26,174
2195,2980,12,0,13,4,2,4
2196,1839,56,7,48,10,2,18
2197,10722,293,8,124,11,4,106
2198,2632,297,0,38,13,0,152
2199,9014,39,1,16,2,0,3
2200,7620,5,11,16,21,8,45
2201,10968,266,21,300,65,8,44
2202,11133,322,3,50,4,3,42
2203,2736,366,124,156,71,78,54
2204,1876,32,0,8,23,4,18
2205,5959,158,0,23,0,0,18
2206,1092,269,129,495,182,43,29
2207,4333,41,0,10,0,0,3
2208,3850,3,3,3,15,4,15
2209,6168,33,0,5,0,0,15
2210,607,302,29,131,32,0,27
2211,10469,519,71,860,93,27,53
2212,6983,23,2,17,2,1,0
2213,3661,594,51,631,72,55,32
2214,9303,12,4,7,1,3,5
2215,692,4,2,5,0,0,5
2216,736,18,3,19,3,3,6
2217,9589,332,194,377,149,125,57
2218,4838,5,1,8,0,0,1
2219,9246,171,3,129,26,24,62
2220,6261,270,31,88,11,48,22
2221,7366,712,26,538,69,13,80
2222,10659,2,8,11,3,8,21
2223,1448,21,12,12,0,3,3
2224,4286,580,6,58,8,0,27
2225,4749,368,24,68,38,0,88
2226,4478,457,5,106,15,17,53
2227,4201,229,7,137,4,0,91
2228,8720,32,2,1607,12,4,22
2229,10084,3,2,8,20,0,17
2230,7004,24,3,26,7,1,23
2231,9817,853,10,143,13,10,20
2232,8080,5,1,6,3,4,3
2233,9432,9,14,18,8,1,12
2234,8372,3,3,7,6,2,9
2235,10870,709,43,182,42,118,247
2236,4001,406,0,30,0,0,8
2237,7270,908,48,217,32,12,24
2238,8235,428,30,214,80,30,61
2239,9405,84,3,61,2,1,21
